1.78	-0.0	-12.0	#ff6b96
1.78	6.0	-10.392305	#ff7154
1.78	10.392305	-6.0	#f98800
1.78	12.124356	7.0	#81c000
1.78	7.0	12.124356	#00c246
1.78	0.0	14.0	#00c7a2
1.78	-7.0	-12.124356	#f565d8
1.78	-8.0	-13.856406	#fd56dd
3.59	2.0	0.0	#cfc8b0
3.59	1.732051	1.0	#c2ccb4
3.59	1.0	1.732051	#b5cebc
3.59	0.0	2.0	#adcdc6
3.59	-1.0	1.732051	#abcbcf
3.59	-1.732051	1.0	#b2c7d5
3.59	-2.0	0.0	#bdc3d7
3.59	-1.732051	-1.0	#cac0d4
3.59	-1.0	-1.732051	#d4becc
3.59	-0.0	-2.0	#dbbec2
3.59	1.0	-1.732051	#ddc0b9
3.59	1.732051	-1.0	#d8c4b2
3.59	4.0	-0.0	#d7ca9b
3.59	3.464102	2.0	#bed1a2
3.59	2.0	3.464102	#a2d5b2
3.59	0.0	4.0	#8ed4c6
3.59	-2.0	3.464102	#8bcfd9
3.59	-3.464102	2.0	#9bc7e6
3.59	-4.0	0.0	#b4bfe9
3.59	-3.464102	-2.0	#cdb9e3
3.59	-2.0	-3.464102	#e2b5d4
3.59	-0.0	-4.0	#eeb5c0
3.59	2.0	-3.464102	#f0b9ac
3.59	3.464102	-2.0	#e9c19f
3.59	6.0	-0.0	#dfca83
3.59	5.196152	3.0	#b9d68f
3.59	3.0	5.196152	#8adba8
3.59	0.0	6.0	#63d9c7
3.59	-3.0	5.196152	#60d2e2
3.59	-5.196152	3.0	#82c7f5
3.59	-6.0	0.0	#acbbfb
3.59	-5.196152	-3.0	#d1b2f1
3.59	-3.0	-5.196152	#edacdb
3.59	-0.0	-6.0	#feabbd
3.59	3.0	-5.196152	#ffb19f
3.59	5.196152	-3.0	#f8bc89
3.59	8.0	0.0	#e7ca67
3.59	6.928203	4.0	#b4da78
3.59	4.0	6.928203	#6be09c
3.59	0.0	8.0	#00dec6
3.59	-4.0	6.928203	#00d4eb
3.59	-4.0	-6.928203	#f8a2e2
3.59	-0.0	-8.0	#ffa0ba
3.59	4.0	-6.928203	#ffa791
3.59	6.928203	-4.0	#ffb671
3.59	10.0	0.0	#edc941
3.59	8.660254	5.0	#addd5d
3.59	5.0	8.660254	#38e48f
3.59	0.0	10.0	#00e2c4
3.59	-5.0	8.660254	#00d6f4
3.59	-5.0	-8.660254	#ff98e8
3.59	8.660254	-5.0	#ffaf54
3.59	12.0	0.0	#f4c700
3.59	10.392305	6.0	#a6df35
3.59	6.0	10.392305	#00e67e
3.59	0.0	12.0	#00e4c2
3.59	14.0	0.0	#f9c300
3.59	12.124356	7.0	#9edf00
3.59	7.0	12.124356	#00e56a
3.59	13.856406	8.0	#95de00
3.59	8.0	13.856406	#00df4e
5.37	2.0	0.0	#ebe5cc
5.37	1.732051	1.0	#dee8d0
5.37	1.0	1.732051	#d1ead8
5.37	0.0	2.0	#c8eae2
5.37	-1.0	1.732051	#c7e7eb
5.37	-1.732051	1.0	#cde3f2
5.37	-2.0	0.0	#d9dff4
5.37	-1.732051	-1.0	#e6dcf0
5.37	-1.0	-1.732051	#f1dae8
5.37	-0.0	-2.0	#f8dade
5.37	1.0	-1.732051	#f9dcd5
5.37	1.732051	-1.0	#f5e0ce
5.37	4.0	-0.0	#f4e6b6
5.37	3.464102	2.0	#daeebe
5.37	2.0	3.464102	#bef1ce
5.37	0.0	4.0	#aaf0e3
5.37	-2.0	-3.464102	#fed1f0
5.37	-0.0	-4.0	#ffd1dc
5.37	2.0	-3.464102	#ffd5c8
5.37	3.464102	-2.0	#ffddba
5.37	6.0	-0.0	#fce79e
5.37	5.196152	3.0	#d5f3aa
5.37	3.0	5.196152	#a7f8c4
5.37	0.0	6.0	#82f6e3
5.37	5.196152	-3.0	#ffd9a5
5.37	8.0	0.0	#ffe783
5.37	6.928203	4.0	#d0f794
5.37	4.0	6.928203	#8afeb8
5.37	0.0	8.0	#3ffbe2
5.37	10.0	-0.0	#ffe662
5.37	8.660254	5.0	#cafa7b
5.37	5.0	8.660254	#63ffab
5.37	12.0	0.0	#ffe431
5.37	10.392305	6.0	#c3fd5b
5.37	6.0	10.392305	#00ff9c
5.37	12.124356	7.0	#bbfe25
5.37	13.856406	8.0	#b3fe00
